Acc_x,Acc_y,Acc_z
-0.02683724,-0.048417699999999994,0.01485871
0.03254211,0.02922006,-0.03018901
0.008896575,-0.03303116,-0.01300987
-0.007287081999999999,0.04135921,-0.04633861
0.02512198,0.013865700000000002,-0.04479186
0.01613673,-0.0006248393,-0.03523339
0.01843643,-0.009455314,-0.03387532
-0.01052252,-0.06837545,-0.02298211
-0.02084782,-0.07609854,-0.03532789
0.02067418,-0.06423962,-0.0228643
-0.04871066,-0.05542921,0.01180077
0.03138593,0.01529435,-0.01516821
0.003405359,-0.005044784,-0.0015612310000000002
-0.05654499,0.04477127,0.01273596
0.04105836,0.01618445,0.02585426
0.000673777,-0.01268372,4.300353e-06
0.0324579,0.01643869,0.01112362
0.02014872,-0.02431369,0.01336328
0.03209256,-0.009623900999999999,-0.01347555
0.02108082,-0.06001405,-0.0008995952000000001
0.04968368,-0.05850578,0.0028245640000000003
0.0015394220000000001,-0.04092654,-0.0023843889999999998
0.02284536,-0.08937876,-0.01299857
0.02647043,-0.013577100000000002,0.006236574
0.01631671,0.005279918000000001,0.009646367
0.04859006,-0.01251645,-0.01996987
0.06544305,-0.009233062,-0.029409699999999997
0.03494876,-0.03022063,-0.02907837
0.01285881,-0.04075706,0.01547484
0.03218135,-0.005647043000000001,-0.02032241
0.0014057079999999999,-0.01824067,0.01488885
0.02272319,0.0027188890000000004,-0.01511139
0.04218553,0.001544698,-0.014968
0.03062297,-0.01788388,-0.01026224
-0.02590724,-0.05713516,0.01999842
0.01259171,0.01736883,-0.03486852
-0.04197992,0.05068467,-0.02336756
0.02754068,0.004533304,-0.02024096
-0.04490385,-0.002975342,0.02992621
-0.007492714,0.008874036,0.01463273
-0.0023860689999999998,-0.10982089999999999,0.01714145
0.02248741,-0.1448934,0.0032389759999999997
-0.04528704,-0.06305511,0.003023234
0.03123694,-0.09539232,0.005969824
0.04307117,-0.01566417,0.01007361
0.001369699,-0.03125359,0.01184224
-0.003032638,-0.01974597,0.02225638
0.005711432,-0.007519009,0.01109756
0.0265055,-0.02152462,-0.01682596
0.02728793,-0.01194086,-0.02040686
0.02500657,-0.07557911,0.02316424
-0.01125818,-0.09582471,0.0251422
0.03176198,-0.07464154,0.04704899
0.03652405,0.005655028,0.04492276
0.01136849,-0.0006928705,0.0556065
