"ID","y"
"AS_M_1",-0.05020643
"AS_M_1",-0.01044569
"AS_M_1",0.01808113
"AS_M_1",0.01330809
"AS_M_1",-0.007502468
"AS_M_1",-0.07626036
"AS_M_1",-0.01741564
"AS_M_1",0.01069154
"AS_M_1",0.06313401
"AS_M_1",0.003000628
"AS_M_1",0.01166889
"AS_M_1",-0.01603036
"AS_M_1",0.007450094
"AS_M_1",-0.05653487
"AS_M_1",-0.007378463
"AS_M_1",0.009506777
"AS_M_1",0.1191902
"AS_M_1",0.05282733
"AS_M_1",0.001915401
"AS_M_1",0.02289395
"AS_M_1",0.1333337
"AS_M_1",0.06999493
"AS_M_1",0.01102732
"AS_M_1",-0.0158634
"AS_M_1",-0.09304225
"AS_M_1",-0.187065
"AS_M_1",-0.3950845
"AS_M_1",-0.3700298
"AS_M_1",-0.2892033
"AS_M_1",0.01316297
"AS_M_1",0.1725198
"AS_M_1",0.02325155
"AS_M_1",-0.1225122
"AS_M_1",-0.1419656
"AS_M_1",0.005732521
"AS_M_1",0.1125074
"AS_M_1",0.2780989
"AS_M_1",0.3646143
"AS_M_1",0.188026
"AS_M_1",0.04996509
"AS_M_1",-0.2192928
"AS_M_1",-0.2387689
"AS_M_1",-0.08104582
"AS_M_1",0.04167193
"AS_M_1",0.05258426
"AS_M_1",-0.06582098
"AS_M_1",-0.1267169
"AS_M_1",-0.215494
"AS_M_1",-0.08691083
"AS_M_1",-0.1356741
"AS_M_1",-0.1214771
"AS_M_1",-0.1113999
"AS_M_1",-0.06838633
"AS_M_1",-0.07573426
"AS_M_1",0.02510123
"AS_M_1",0.1030625
"AS_M_1",0.105559
"AS_M_1",0.09587172
"AS_M_1",0.0842042
"AS_M_1",0.09269944
"AS_M_1",0.09885843
"AS_M_1",0.05195341
"AS_M_1",0.08427997
"AS_M_1",0.1368273
"AS_M_1",0.1562938
"AS_M_1",0.2039117
"AS_M_1",0.0602144
"AS_M_1",0.04022736
"AS_M_1",-0.04102691
"AS_M_1",-0.01520307
"AS_M_1",-0.02986926
"AS_M_1",-0.07395078
"AS_M_1",-0.1314913
"AS_M_1",0.001950681
