Velo_x,Velo_y,Velo_z
0.003052744,-0.0004795247,-0.002389721
0.002807506,0.001169189,-0.001088819
0.002462272,0.0013231570000000002,-0.0008605358999999999
0.0024855710000000002,0.0009087110000000001,-0.0006985335
0.002088898,0.0007960761,-0.0005063271
0.001962507,0.0003913337,-0.0002900544
0.001640375,0.0001815093,-4.114932e-05
0.0013347320000000001,0.0001403203,0.00016275180000000002
0.001053111,4.7996840000000004e-05,0.00043022519999999997
0.0007159222999999999,-0.0001490566,0.0007455755999999999
0.0006708747,-0.0002076534,0.0009560977000000001
0.0005664527,-0.0002687852,0.0015113379999999999
0.00020117060000000001,-0.0005023072,0.001906355
-0.0004647028,-0.0009446685,0.0020448479999999997
-0.0014289510000000001,-0.0014802939999999998,0.001961326
-0.00234704,-0.001378495,0.0018875279999999999
-0.0031727120000000003,-0.0009508344,0.0017160379999999998
-0.0037942540000000004,-0.0003388005,0.001401455
-0.004290756,-0.000239576,0.001436719
-0.0043286159999999995,3.817491e-05,0.0008653397
-0.0042316,-3.156433e-05,0.00045370089999999995
-0.004230955,-0.00011295450000000001,0.0001927152
-0.004044337,-0.000376925,-0.0002241354
-0.003677365,-0.0006884701,-0.000374955
-0.003668375,-0.0004906022,-0.0003732375
-0.003353113,-0.0007981996000000001,-0.00023116950000000002
-0.002848041,-0.0008398072,-0.0002566542
-0.002296281,-0.001045942,0.0002623396
-0.002107437,-0.001053502,0.0005195744
-0.0017771039999999998,-0.0014321520000000001,0.0009424122
-0.0016404739999999998,-0.001542204,0.001287512
-0.001228825,-0.001834071,0.001519305
-0.0009802617,-0.002249195,0.001714946
-0.0008535271000000001,-0.002390944,0.001771258
-0.0007465853,-0.002488287,0.00162689
-0.0007459141999999999,-0.00240708,0.0013122079999999998
-0.0006732771,-0.002183827,0.001082681
-0.0005490065000000001,-0.002040432,0.000912319
-0.0005674904000000001,-0.0015677520000000002,0.0007501846000000001
-0.0005791643,-0.001118357,0.0006280253
-0.0006319084,-0.0007807758999999999,0.0005460074
-0.0005922738,-0.0005397412,0.0002982975
-0.00041044769999999995,-0.00032039009999999997,0.0001439911
-0.00035020870000000004,-0.0002718661,0.0001765282
-0.0003045869,-0.0002184791,0.0002881332
