Acc_x,Acc_y,Acc_z
-0.009689654,0.01056731,-0.01000389
0.003973298,0.02259655,-0.04378509
0.006155496,0.02435873,-0.04294073
0.02463201,0.05715957,-0.1156365
-0.02057421,-0.01557173,-0.01018203
-0.01580061,-0.08209372,-0.04436625
0.01538843,0.01118239,-0.06750882
-0.01653394,0.007696021,-0.03869485
-0.006613472,0.02947734,-0.06466862
-0.03663123,-0.01617179,-0.04119439
-0.02409623,0.03451957,-0.01190203
-0.0001358595,-0.02101997,-0.03283558
-0.01402636,0.03187264,-0.03916864
0.01805236,-0.01009483,-0.03063364
-0.04545623,0.003806196,0.01737232
-0.03122775,0.05140875,-0.00833164
-0.004331262,0.10710810000000001,0.02191998
-0.03992666,0.07651669999999999,0.02952027
0.01390365,0.02578576,-0.04105816
-0.0630116,-0.07283994,0.008931416999999999
-0.04414,-0.05350639,-0.01516853
-0.03899862,-0.02251466,0.01650997
0.01291148,0.01472373,-0.03829239
0.0001653023,0.009783574,-0.05315095
-0.005863689,-0.01053852,-0.07262103
0.04713638,-0.01128554,-0.08488217
0.01158306,-0.01144276,-0.04072267
0.05078681,0.02814966,-0.03511227
-0.01250309,0.08811344,-0.01305037
0.04538333,0.01538732,-0.04093783
0.02906351,-0.01754501,-0.03715002
0.04573536,-0.11261320000000001,-0.02797408
0.02644734,-0.11509460000000002,0.006181533
0.06019630000000001,-0.08559274,0.007905105
0.05540993,-0.118998,0.02237864
0.05115101,-0.07332753,0.02370986
0.007935653,-0.00046427919999999996,0.05261111
0.026958600000000003,0.0081244,0.04724228
0.07020723,-0.0456221,0.04354158
-0.02266858,-0.09715174,0.09538682
0.04576077,-0.06407723,0.05955797
0.02978645,-0.08439012,0.08647902
-0.002546549,-0.04282297,0.05445904
0.02589794,0.00315112,0.03787602
0.05191809,-0.01920687,0.06543632
0.002158573,-0.05097281,0.03983803
0.01285327,-0.08570912,0.04498644
-0.009516687,-0.06292075,0.01193344
-0.03614889,-0.03545391,0.03175487
-0.03638152,0.01510171,0.04830443
-0.008833084,0.01033174,0.02702741
-0.009954713,-0.02721275,0.001301044
-0.01511167,-0.05189756,0.0051553729999999996
-0.05988396,-0.08569631,0.01988255
-0.01009089,-0.10868239999999998,0.0005703177
-0.04023463,-0.00801901,0.01363223
-0.04468466,-0.00950058,0.03956692
-0.02643606,0.01089668,0.03032479
-0.03532531,0.04622348,0.01504005
-0.04216895,-0.04509215,0.02532678
-0.01904007,-0.03877559,0.01832391
-0.003260644,-0.09959488,0.015198900000000001
-0.01741733,-0.04524005,0.02005382
0.02272302,0.0043364020000000005,0.01402654
0.02306704,-0.02501516,-0.01291692
-0.01689111,-0.03492232,0.005522933000000001
-0.04692046,-0.05402334,-0.01498053
0.002133362,0.006404951,-0.03255165
0.00656881,0.006280707,-0.04250351
-0.01682287,-0.02071426,-0.03977733
-0.03778924,-0.005225725,-0.05407554
0.02477357,-0.12430989999999999,-0.08378580000000001
0.0274575,-0.08235679,-0.07362096
0.07769231,-0.07242452,-0.06867634
0.07425482,-0.001817985,-0.04082089
0.06349157,-0.00315648,0.02772628
-0.01509972,-0.09847775,0.01762069
-0.02452387,-0.08793856,-0.005529516999999999
0.0196917,-0.11368879999999999,-0.04334109
0.014489400000000001,0.04729573,-0.06148711
0.02063594,0.09462851,-0.01356542
0.02267903,0.2266163,0.005982426999999999
