Velo_x,Velo_y,Velo_z
-0.0009311505999999999,-0.0006658128,-0.003276002
-0.001063146,0.0006047199,-0.001631995
-0.0008470488,0.0005549463,-0.0012956439999999999
-0.0005078441000000001,0.0007315417,-0.0008798396000000001
-0.0001257543,0.0009740935,-0.000529973
0.00047696660000000004,0.00109327,-0.00023251990000000002
0.0009239808,0.001148419,0.00023232080000000003
0.001343403,0.001190663,0.0006065414
0.0017760579999999998,0.0008584813999999999,0.0006824380000000001
0.001986023,0.0007347494000000001,0.0008675377000000001
0.002084766,0.000839108,0.0008072479
0.002240026,0.0008676210000000001,0.000866765
0.002533359,0.0009003698,0.0008966557
0.002706164,0.0007291839999999999,0.0008608444000000001
0.002666859,0.0004349661,0.001059485
0.002374885,0.0006086511,0.001161366
0.002285754,0.0006285234,0.001117403
0.0017719379999999998,0.0008839650999999999,0.001185165
0.0018127829999999999,0.0009675247,0.001036751
0.0014138,0.0009581278999999999,0.0008626428
0.001085703,0.0006136992,0.0006901633
0.0009417480000000001,-6.89931e-05,0.0005543798000000001
0.0006781071000000001,-8.02095e-05,0.00043909300000000005
0.0005772616,6.221552e-05,0.0003052307
0.000486461,0.0004831333,0.0002196013
0.0006242808,0.0007283058999999999,-0.0001668657
0.0007753624000000001,0.0009640243,-0.00041902540000000004
0.00111276,0.000761064,-0.0008085223
0.001158894,0.0005474285,-0.0009283929
0.001558356,0.0006554433,-0.001337589
0.001762804,0.00044090540000000004,-0.001436061
0.001890999,0.00033234949999999997,-0.001378504
0.002038323,0.00048091519999999996,-0.0013717529999999999
0.002455205,0.0004214994,-0.001340644
0.002455854,0.000398653,-0.0012259010000000002
0.002927784,0.0006640454,-0.001473967
0.003333434,0.0007002807000000001,-0.001844441
0.0032913879999999997,0.0005670916,-0.00221685
0.00333315,0.00035584589999999996,-0.002823435
0.0032286090000000003,0.0001976365,-0.003630555
0.003100873,0.0002764646,-0.004353639
0.003033842,0.00018583779999999998,-0.004771646
0.003048515,0.0002964915,-0.00501638
0.0028629379999999998,0.0007595092,-0.00517117
0.0027358440000000003,0.001140636,-0.005308539
0.0024350070000000003,0.001261562,-0.00527493
0.002244093,0.001502726,-0.005371302
0.0015432070000000002,0.001435059,-0.005216839
0.0014500079999999998,0.0013348320000000002,-0.005362309
0.001067821,0.00122776,-0.005090882
0.0007901508,0.001053693,-0.004877408
0.0006789367,0.0009626108,-0.004696636
0.0006402041,0.0011254910000000002,-0.004279236
0.0006425388,0.001239375,-0.003927534
0.0008006927,0.001116732,-0.0037726459999999997
0.0005492739,0.0006992363000000001,-0.003480467
0.0005057859,7.300016e-05,-0.003286411
0.0007330686,-0.0002588776,-0.003310937
0.0008367111,-0.00037121809999999996,-0.0033560540000000002
0.0008971401,-0.0004893108999999999,-0.003302104
0.001052303,-0.00047777169999999996,-0.003277042
0.0007968325,-0.00039322730000000006,-0.002988533
0.0008010954,-0.00016422209999999998,-0.0029809259999999996
0.0002288154,0.0005640726,-0.002679103
8.015661e-05,0.001063744,-0.0026820670000000002
-0.0002573794,0.0015500989999999999,-0.0024893529999999997
-0.0005384181,0.002055782,-0.002503348
-0.0006801158,0.002038692,-0.002545445
-0.0008537974,0.001786513,-0.002314131
-0.0008082642,0.0013585539999999999,-0.002103509
-0.000890583,0.001344339,-0.001945936
-0.0008808271000000001,0.001335153,-0.0016781279999999999
-0.0008900161999999999,0.0007887827,-0.0014569270000000002
-0.0007043618,0.0009249305,-0.0014003020000000002
-0.0008315761,0.0010683,-0.0011776310000000002
-0.0009138985000000001,0.0009415211,-0.0009465071000000001
-0.00104748,0.0006941521000000001,-0.0009789639
-0.0013551429999999998,3.3514090000000004e-05,-0.0009218049
-0.001284191,-0.0002858909,-0.0009533173
-0.001517544,-0.0003505371,-0.0010119060000000001
-0.00185413,-0.0003834161,-0.0007772260000000001
-0.00172828,-0.0005199274,-0.0006613921
-0.001910405,-0.0002359625,-0.00047925779999999997
-0.001996308,-2.9889790000000002e-05,-0.0001546495
-0.001872183,5.8740990000000005e-05,-0.0001298579
-0.001910115,-8.272505e-05,0.0001363562
-0.001898135,-0.000377173,0.0004998662
-0.001882285,-0.0007927062,0.001115752
-0.0015071960000000001,-0.001035649,0.001365171
-0.001420917,-0.0009714992999999999,0.0017444239999999998
-0.001210766,-0.001054697,0.002129063
-0.0006426085,-0.0010615210000000002,0.002113233
-0.0007832244,-0.0014275520000000001,0.00207436
-0.0006336852,-0.0017994410000000001,0.0017029220000000002
-0.000585394,-0.002118469,0.0010950810000000001
-0.0004908428,-0.002275587,0.000584886
-0.000201825,-0.002128371,0.00019409689999999997
-6.849505e-05,-0.001815489,-0.00039425150000000004
0.00012902290000000002,-0.0018851010000000001,-0.0007965743
0.0002135368,-0.001565644,-0.0013955170000000002
0.00023918450000000001,-0.0013318070000000002,-0.001590053
0.0004631679,-0.0005772496,-0.0020209679999999997
0.0007230902000000001,-5.3962580000000004e-06,-0.00223087
0.0007644450999999999,0.000873493,-0.002484567
0.0007306742,0.0008143292999999999,-0.002547752
0.0007065035000000001,0.000397234,-0.002559317
0.0006914528999999999,0.00023851669999999997,-0.002585041
0.0007022711999999999,-0.0003627449,-0.0021191639999999998
0.0008605602000000001,-0.0006492429,-0.002045966
0.000942182,-0.0009712737,-0.0019908779999999997
0.0009176742999999999,-0.0014192010000000001,-0.001877191
0.0009767953,-0.0016699179999999998,-0.001771473
0.0009811537,-0.0016731839999999999,-0.001515552
0.001239515,-0.0016111329999999998,-0.001333084
0.001368389,-0.001607905,-0.0008813321000000001
0.001595255,-0.001385358,-0.0006366278
0.001635835,-0.001331213,-0.000627507
0.0016724379999999998,-0.001195889,-0.000640857
0.001579791,-0.001036282,-0.0007129456
0.0015056770000000002,-0.0005317212,-0.0006613192999999999
0.001432613,-8.988963e-05,-0.00042827949999999995
0.0013442670000000001,0.000143323,-0.0001901441
0.001269638,0.0004895934,7.100753e-05
0.0009605169999999999,0.001317408,0.0001979945
0.000720771,0.001168587,0.0003871894
0.0006455338,0.0008169153999999999,0.0004244449
0.000588226,0.0004220988,0.00045277550000000005
0.0004158608,4.728528e-06,0.0007112256
0.0006582798,-7.490125e-05,0.0009863591
0.0007958444,-0.0001613474,0.001327149
0.0008730922,-0.0002326731,0.001612524
0.0008891992,-0.0006839942999999999,0.0019405339999999998
0.0007228564,-0.001001115,0.002217554
0.0006234920999999999,-0.001155606,0.0022856070000000003
0.0003313996,-0.001666711,0.0025135870000000003
0.0002379866,-0.002183194,0.0025403360000000002
0.0002452941,-0.002394527,0.002512458
0.0003109988,-0.00223603,0.002681528
0.00027296950000000003,-0.002158807,0.002868167
0.0002170787,-0.002393689,0.003006736
0.0001321103,-0.002295231,0.003087155
-4.544959e-05,-0.002385266,0.0032689990000000003
-0.0001042106,-0.002289787,0.0034011859999999996
0.0001357595,-0.002170728,0.003355838
6.603333e-05,-0.001930348,0.00352894
-1.305295e-05,-0.0013229329999999999,0.003615101
9.591063e-05,-0.0007524908,0.003585609
-0.0003265827,-0.0004062371,0.003128819
-0.00045172949999999995,-0.00043143639999999997,0.0027125490000000003
-0.0008013680999999999,-0.0006192616000000001,0.00236125
-0.001030544,-0.0004454901,0.001852625
-0.001391361,-0.0001671166,0.0015760529999999998
-0.001713026,0.0002685223,0.0011836519999999999
-0.002181979,0.0005737605,0.0008010564
-0.002309935,0.001065599,0.0006020021
-0.001605348,0.002269984,0.00214357
-0.001216569,0.0032273420000000002,0.0034547329999999998
-0.00019472560000000002,0.005872875,0.0060784030000000005
0.0007044292999999999,0.008940565,0.008345557
0.001752923,0.008354012,0.008351745
0.002243295,0.006600256999999999,0.006936328
0.002657998,0.005092987,0.005525318
0.0028753790000000004,0.0035254870000000003,0.004077082
0.0037315890000000004,0.00236538,0.003296232
0.00398886,0.001429965,0.0032769709999999996
0.00419841,2.3646279999999996e-05,0.00302142
0.004377386,-0.0018307520000000002,0.00235865
0.0035686859999999997,-0.003483634,0.001591085
0.0031590679999999997,-0.004249615,0.001066539
0.0022562660000000003,-0.005654241,0.00032566459999999997
0.001575055,-0.006206367,8.268433e-05
0.000940127,-0.004725386,0.0006829895
0.0008866022,-0.003202322,0.0011744610000000001
0.0004511231,-0.001344305,0.001688244
-0.00033132,-0.0004127717,0.0016870239999999999
-0.0011225060000000001,-0.00022372,0.0008974898
-0.001188922,7.454975e-05,0.00044200989999999997
-0.001284926,0.001279505,8.844439000000001e-05
-0.00103489,0.001504379,-3.3261490000000006e-05
-0.0003539346,0.002263277,0.0002626106
0.0001013069,0.002601993,0.001201068
0.0007300147999999999,0.002476066,0.002317226
0.0007180871000000001,0.001983917,0.0031928029999999997
3.602984e-05,-0.00023150919999999998,0.003487449
