"ID","file","Time_s_","Acc_x","Acc_y","Acc_z","Velo_x","Velo_y","Velo_z","Pos_x","Pos_y","Pos_z"
"ME_M_6","11-1",0.5008879,0.05930375,0.05481175,-0.01549707,-0.001187457,-0.0009866701,-0.0006510871,0.7660034,1.593831,0.1631472
"ME_M_6","11-1",0.5146923,0.01732179,0.02620102,-0.004832389,-0.0005974499,-0.0003070891,-0.0009352866,0.7660279,1.593871,0.1631238
"ME_M_6","11-1",0.5341768,0.01191958,-0.02053849,0.003036009,-0.0001372866,-0.0001947151,-0.001142524,0.7660549,1.593884,0.163121
"ME_M_6","11-1",0.544219,-0.05841022,-0.05148204,-0.008453377,-0.0002566428,-0.0003302426,-0.001391637,0.7660465,1.593875,0.1630833
"ME_M_6","11-1",0.5562944,0.01591571,-0.006351303,-0.03970972,-0.0003890429,-0.0006023899,-0.00175771,0.7660322,1.593854,0.1630194
"ME_M_6","11-1",0.5705872,-6.89365E-05,-0.01269218,-0.01889196,-0.0001389781,-0.0008802089,-0.002052925,0.7660403,1.593825,0.1629527
"ME_M_6","11-1",0.5896311,0.05732182,0.009561092,-0.01245373,1.693005E-05,-0.001145633,-0.002324851,0.7660422,1.593786,0.1629093
"ME_M_6","11-1",0.5996675,0.01282007,-0.002431067,0.01241866,0.000368427,-0.0008385375,-0.002445912,0.7660604,1.593783,0.1628726
"ME_M_6","11-1",0.6119623,-0.01822129,0.01780223,-0.04480642,0.0004458448,-0.0008034655,-0.002629526,0.7660688,1.593763,0.162838
"ME_M_6","11-1",0.6257172,-0.02309151,-0.07519779,-0.03202709,0.0005893408,-0.001226382,-0.002922497,0.7660868,1.593707,0.1628058
"ME_M_6","11-1",0.6453276,-0.001762696,-0.01882584,0.003012901,0.0002629522,-0.001500269,-0.003450985,0.7660964,1.593662,0.1627629
"ME_M_6","11-1",0.6551867,0.009740652,-0.02598398,-0.02751284,-3.552646E-06,-0.001591357,-0.00341872,0.7660816,1.593655,0.1627254
"ME_M_6","11-1",0.6714134,0.004350246,0.1042248,-0.03503948,0.0003471774,-0.000907832,-0.003542917,0.7660964,1.593705,0.1626832
"ME_M_6","11-1",0.6811638,-0.03443523,0.09256944,0.001733748,0.0004007488,-0.0003543241,-0.003403795,0.7660923,1.593678,0.1626737
"ME_M_6","11-1",0.6971722,-0.01665201,-0.02788305,-0.02595028,0.0003406999,0.0002560234,-0.003503209,0.766099,1.593678,0.1626542
"ME_M_6","11-1",0.7108078,-0.03871007,-0.1031695,-0.0353101,0.0007745489,0.0002167395,-0.004383238,0.7661304,1.593735,0.1625288
"ME_M_6","11-1",0.7228851,-0.07769986,-0.2405249,-0.08308776,0.0003145125,-0.001144652,-0.005438164,0.7661169,1.593729,0.1623609
"ME_M_6","11-1",0.7407808,-0.009994395,-0.2357405,-0.1669478,-0.0003183126,-0.003738295,-0.007378714,0.766122,1.593634,0.1621153
"ME_M_6","11-1",0.7529631,0.1751512,0.1766103,-0.1009053,0.0008998844,-0.0045156,-0.009624269,0.7661774,1.593471,0.1619151
"ME_M_6","11-1",0.7665272,0.2220164,0.2318821,0.06949486,0.002359913,-0.002306868,-0.009005493,0.7662286,1.593414,0.1619024
"ME_M_6","11-1",0.7825975,0.05279622,0.03540255,0.07131764,0.004568226,0.0004602887,-0.007759094,0.7664111,1.59366,0.1618168
"ME_M_6","11-1",0.7923698,0.1003458,-0.07746431,-0.0286287,0.005748046,0.0006110761,-0.007879959,0.7665445,1.593697,0.161689
"ME_M_6","11-1",0.8092318,-0.03945738,-0.1276133,-0.1136748,0.006331609,-0.001735151,-0.009182499,0.7666559,1.59358,0.1614878
"ME_M_6","11-1",0.8219833,-0.07253378,0.3046791,-0.08538914,0.005476019,-0.001527322,-0.01002131,0.7667139,1.593583,0.1613295
"ME_M_6","11-1",0.83815,-0.09427606,0.4302711,0.1025347,0.003282864,0.004289342,-0.008971388,0.7666187,1.593775,0.1613514
"ME_M_6","11-1",0.8479929,-0.110635,0.2658005,0.1247575,0.002017993,0.007632084,-0.007928504,0.7665596,1.594026,0.1612878
"ME_M_6","11-1",0.8639412,-0.1069868,-0.2325659,0.04679855,0.0003049606,0.009476643,-0.007183278,0.7663329,1.594257,0.161128
"ME_M_6","11-1",0.8776274,0.05289971,-0.299603,-0.07273328,0.0001464894,0.006778717,-0.007962457,0.766474,1.594458,0.1609559
"ME_M_6","11-1",0.8895836,0.07412271,-0.1866785,-0.07729237,0.0006261028,0.003806116,-0.008769169,0.7665036,1.594387,0.160816
"ME_M_6","11-1",0.9069157,0.01973771,-0.02184543,-0.01133345,0.0009708242,0.002194483,-0.008886271,0.7665091,1.594257,0.1607549
"ME_M_6","11-1",0.9196005,-0.09011,0.07311468,0.04161916,0.0002947315,0.002973345,-0.008673533,0.7664477,1.594301,0.1606414
"ME_M_6","11-1",0.9332724,-0.06638291,0.05011319,0.04372577,-0.000465217,0.004094485,-0.008243459,0.7663925,1.59443,0.160517
"ME_M_6","11-1",0.9494629,-0.04257535,0.03618156,0.05537857,-0.0006857247,0.005139917,-0.007474932,0.7663455,1.594579,0.1604533
"ME_M_6","11-1",0.9588985,-0.006827495,0.0725466,-0.01448933,-0.0005431434,0.005668767,-0.007414645,0.7663378,1.59471,0.1603634
"ME_M_6","11-1",0.9749689,-0.02862234,-0.2434563,-0.002717416,-0.001416657,0.003578758,-0.007280488,0.7662866,1.594701,0.1602781
"ME_M_6","11-1",0.988471,-0.02453014,-0.08825651,-0.01435941,-0.001486664,0.002154839,-0.007700163,0.7662836,1.594672,0.1601179
