Pos_x,Pos_y,Pos_z
-0.1563224,1.7418189999999998,-0.3280298
-0.1567647,1.741998,-0.32838459999999997
-0.156966,1.742028,-0.3285633
-0.1569912,1.742056,-0.3286303
-0.15700999999999998,1.742048,-0.32865609999999995
-0.15702829999999998,1.742068,-0.3286847
-0.1570456,1.7420790000000002,-0.3287312
-0.15705070000000002,1.7420330000000002,-0.3288071
-0.15703889999999998,1.742,-0.32886459999999995
-0.15701629999999997,1.742052,-0.3288983
-0.1569992,1.7420639999999998,-0.3289281
-0.1570301,1.7421229999999999,-0.3289647
-0.15707190000000001,1.7421689999999999,-0.3289881
-0.15707720000000003,1.7422099999999998,-0.3290177
-0.1570477,1.742248,-0.3290467
-0.157046,1.742293,-0.3290538
-0.1570692,1.7423799999999998,-0.329058
-0.1570623,1.742448,-0.3290763
-0.15702460000000001,1.742464,-0.3291107
-0.1569617,1.7424110000000002,-0.32917529999999995
-0.15690420000000002,1.7423849999999999,-0.329252
-0.15687120000000002,1.742386,-0.3293157
-0.156834,1.742402,-0.3293815
-0.1567664,1.742404,-0.329413
-0.1567103,1.742462,-0.3294631
-0.1566254,1.742505,-0.3295324
-0.15658429999999998,1.7425259999999998,-0.3295876
-0.15654520000000002,1.742533,-0.32965170000000005
-0.15648270000000003,1.7424689999999998,-0.3296706
-0.15640720000000002,1.742441,-0.3297006
-0.1563838,1.7424549999999999,-0.3297045
-0.156386,1.74253,-0.32970859999999996
-0.1563381,1.742559,-0.32973320000000006
-0.1563047,1.7425869999999999,-0.32975040000000005
-0.1562557,1.742578,-0.3297848
-0.1562307,1.7425549999999999,-0.32982870000000003
-0.15620820000000002,1.7425389999999998,-0.32986040000000005
-0.15616629999999998,1.742537,-0.32989409999999997
-0.15611329999999998,1.7425709999999999,-0.329931
-0.1560497,1.742592,-0.3299718
-0.156027,1.742632,-0.33002919999999997
-0.1559728,1.7426169999999999,-0.33008200000000004
-0.155943,1.742606,-0.33012620000000004
-0.15591300000000002,1.742618,-0.3301393
-0.1558815,1.7426419999999998,-0.3301795
-0.1558983,1.742661,-0.330198
-0.1559098,1.7426970000000002,-0.3302087
-0.15592479999999997,1.742834,-0.3302116
-0.15591960000000002,1.742893,-0.3302383
-0.1559675,1.7429689999999998,-0.3302968
-0.15605379999999996,1.7430150000000002,-0.3303548
