Velo_x,Velo_y,Velo_z
0.0006055929,-0.0008866569,0.00168475
-0.00262581,-0.0007613460000000001,0.0008023339999999999
-0.003052,-0.0007035344,0.0008918874000000001
-0.0026235209999999998,-0.0005979281,0.0005666552
-0.002542224,-0.0006140716,0.0005020357
-0.0021123879999999998,-0.0004297211,0.00018775400000000002
-0.002041392,-9.107459e-05,-1.4598129999999999e-05
-0.002150649,0.00038845510000000004,-9.589315999999998e-05
-0.002178084,0.0007303308,7.758575e-05
-0.002017344,0.001175957,4.90525e-05
-0.0022514220000000003,0.0010760680000000001,0.00019566779999999998
-0.002480119,0.0007827827999999999,3.547559e-05
-0.002373891,0.0002995785,-9.729096e-05
-0.0023350989999999998,-0.0003107642,-0.0001543757
-0.002151997,-0.0004529091,-0.0002527383
-0.00193628,-0.0008034962,-0.0003454183
-0.0020861020000000003,-0.0006831327,-0.0003829419
-0.0020857510000000003,-0.0008575277000000001,-0.0004326949
-0.002290281,-0.0005679284,-0.0006106570999999999
-0.002435155,-0.0004675758,-0.0008454458000000001
-0.00246509,-0.0002662784,-0.0009231581
-0.0027604559999999997,-0.0005302944,-0.0006830184
-0.0029708940000000004,-0.0004320185,-0.0005266899
-0.00314304,-0.0003375403,-0.0001072616
-0.003172082,-0.0002072023,0.0002187365
-0.003305696,-0.0003120875,0.0005382681
-0.003291992,-0.0003737769,0.0008752302
-0.003374158,-0.0005611408000000001,0.001421863
-0.0036762220000000003,-0.0006955536999999999,0.00196379
-0.003918326,-0.001022537,0.002555787
-0.0038835329999999998,-0.001091315,0.002766251
-0.0038690129999999997,-0.001640485,0.00312643
-0.003810301,-0.001861284,0.0033902909999999997
-0.00351203,-0.002007064,0.003600602
-0.003285179,-0.002022382,0.004024493
-0.002636045,-0.0015531,0.004394723
-0.001907823,-0.001575646,0.004594313
-0.001249901,-0.001793074,0.004716931
-0.000941749,-0.001989264,0.004617709
-0.0002390515,-0.002159543,0.004420874
-5.2782469999999996e-05,-0.002048462,0.004354752
4.592445e-05,-0.001941535,0.004327933
9.065145e-06,-0.0013766079999999999,0.004276215999999999
3.6950690000000005e-05,-0.0006632922,0.003937577
-6.82809e-05,-0.00031523689999999997,0.003566592
-0.0003500295,-0.0001940201,0.0032396340000000004
-0.0006846386,-6.417366e-05,0.003090438
-0.001168744,-8.302295e-05,0.0028122159999999998
-0.0014028670000000001,0.0004848847,0.002407311
-0.002161064,0.0009156742,0.001721619
-0.0028262020000000003,0.001338035,0.001198455
-0.003247012,0.002103757,0.0007140817
-0.0029701370000000003,0.002327254,0.0008304317999999999
-0.002561028,0.002077797,0.0008110008
-0.002312508,0.001671635,0.0005345248
-0.002323159,0.000617848,4.5789459999999996e-05
-0.002614358,-0.0001592765,-9.788357e-05
-0.0030321109999999997,4.8030280000000005e-05,-0.00039864489999999995
-0.003186173,0.0005886237000000001,-0.0005513384
-0.003345066,0.00241434,-0.00015894540000000002
-0.0029187590000000004,0.004385132,0.0007151303999999999
-0.002859048,0.00567253,0.001416595
-0.0026216840000000004,0.006543014000000001,0.001557565
-0.00307042,0.006569455,0.001375811
-0.0029129959999999997,0.006363522,0.001225237
-0.0028826520000000003,0.0056790090000000005,0.0009820412
-0.002889981,0.0047996409999999995,0.00047100150000000003
-0.003325155,0.004022362,-0.0001455711
-0.004085963,0.003602955,-3.796071e-05
-0.004297469,0.003307248,-9.695743e-05
-0.004791867,0.002602558,-4.301278e-05
-0.005204238,0.0007598053,-0.00021742529999999998
-0.00479771,-0.001103155,-0.0005232568
-0.003852952,-0.003233479,-0.000514932
-0.003078821,-0.0038695059999999996,-0.0003098291
-0.0016508010000000001,-0.00379241,0.0002452694
-0.0005684269999999999,-0.00249781,0.0006421049
-9.037486999999999e-05,-0.0017083110000000001,0.0008900938000000001
0.0006820313,-0.0006456269,0.001108489
0.001643105,0.0005667182,0.001301387
0.00206939,0.001222834,0.001682949
0.002764708,0.002133157,0.0024560420000000003
0.002700088,0.002501597,0.002947037
0.002511871,0.002680005,0.003441335
0.002372853,0.001867581,0.003766121
0.002514371,0.001278895,0.003950075
0.0026653429999999997,0.00038516339999999997,0.004444758
0.0026497609999999996,0.0001531142,0.004770896
0.002668017,0.00031258319999999997,0.005041767
0.0026263659999999998,0.0002108034,0.005260923000000001
0.0025594999999999997,0.00017701310000000001,0.005140781
0.002382909,-0.0002656541,0.004702792
0.002116519,-0.00021993,0.004515074
0.0018156160000000001,0.00019941270000000002,0.0046268329999999995
0.001447115,0.0009849702,0.0049376509999999995
0.0012500410000000001,0.001583587,0.00514162
0.0009895035,0.001966188,0.005154243
0.0007922939,0.001878179,0.005103045
0.0007733485,0.00160388,0.0046782279999999996
0.0008947571000000001,0.0003432379,0.003739863
0.0013293029999999998,0.0001087248,0.0034854879999999997
0.001684559,0.0006412058999999999,0.0037746359999999996
0.001684074,0.0017628079999999998,0.003896565
0.001435775,0.001961561,0.003499198
0.0007632073,0.001743693,0.003338999
8.822908000000002e-05,0.001339895,0.002845865
9.848335e-05,0.000689009,0.0025123000000000003
2.075487e-05,0.0007553715,0.002163645
-0.0004495332,0.0009866224,0.0020742079999999997
-0.0010536739999999999,0.0008846129,0.0015593360000000001
-0.00153894,0.0011058860000000002,0.0012994530000000001
-0.001213804,0.0009124655000000001,0.001531703
-0.0012733310000000002,0.0005167441999999999,0.0014633320000000001
-0.0009164962,-4.779335e-05,0.0015531820000000002
-3.3073709999999995e-05,-0.0003011924,0.001988743
0.0007234903,0.0007359361,0.002982178
