Pos_x,Pos_y,Pos_z
-0.09500194,1.7050400000000001,0.4897169
-0.09523964,1.7051560000000001,0.4898338
-0.09541851,1.7051209999999999,0.4898826
-0.09543514,1.705128,0.4898682
-0.09546399,1.7051209999999999,0.4898705
-0.09546316,1.705123,0.48985259999999997
-0.09548104,1.705138,0.4898378
-0.09551626,1.7051759999999998,0.4898198
-0.09554833,1.705211,0.48981769999999997
-0.09555387,1.705232,0.4898055
-0.09560156,1.7052720000000001,0.48978679999999997
-0.09566379,1.705291,0.4897613
-0.09570152,1.705282,0.48975959999999996
-0.09574239999999999,1.7052610000000001,0.48976379999999997
-0.09576476,1.7052490000000002,0.48974759999999995
-0.09578466,1.705223,0.489724
-0.09582686,1.705223,0.48970859999999994
-0.09586382,1.705207,0.48969579999999996
-0.09591472,1.705222,0.48967200000000005
-0.09596038,1.705223,0.4896379
-0.09599966,1.705229,0.48961220000000005
-0.09606039999999999,1.7052150000000001,0.48960929999999997
-0.09611863,1.7052180000000001,0.4896092000000001
-0.09617853,1.705224,0.48962609999999995
-0.09621584,1.7052330000000002,0.4896365
-0.09626007,1.705229,0.48965290000000006
-0.09630167,1.7052209999999999,0.4896887
-0.09635103,1.705202,0.4897549
-0.09642047,1.7051889999999998,0.48981149999999996
-0.09650135,1.7051759999999998,0.4898567
-0.09656209,1.705166,0.4898936
-0.09660518,1.705124,0.48992579999999997
-0.09664500000000001,1.705091,0.4899645
-0.09667516,1.7050610000000002,0.49001130000000004
-0.09670758,1.705038,0.4900804
-0.0967055,1.7050459999999998,0.4901538
-0.09668279,1.705028,0.4902329000000001
-0.09665638,1.704997,0.49031
-0.09664965,1.704955,0.49036850000000004
-0.09661025,1.704908,0.4904196
-0.09660143,1.7048880000000002,0.49047640000000003
-0.09659868,1.704878,0.4905357
-0.09660244,1.7049009999999998,0.4905917
-0.09660149,1.7049330000000003,0.4906135999999999
-0.09660864,1.704948,0.49063029999999996
-0.09662639999999999,1.70495,0.49066040000000005
-0.09665167,1.704954,0.49070070000000005
-0.09668636,1.70495,0.4907309
-0.09670442,1.7049860000000001,0.49074120000000004
-0.09675461,1.7050169999999998,0.490727
-0.09682024,1.7050619999999999,0.4907013
-0.09685624,1.705114,0.4906554
-0.0969162,1.7051560000000001,0.490675
-0.09694695,1.7051939999999999,0.4906769
-0.09695911,1.705197,0.490662
-0.09699464,1.7051919999999998,0.49063690000000004
-0.09704566,1.705122,0.4906428
-0.09710217,1.705155,0.490613
-0.09716487,1.705177,0.4906004
-0.09720087,1.705324,0.4905986
-0.09722531,1.705425,0.4906713
-0.09727514,1.705586,0.49072970000000005
-0.09729761,1.705791,0.4907327
-0.09738195,1.7059220000000002,0.49073019999999995
-0.09740448,1.7060099999999998,0.4907315
-0.09744692,1.706048,0.4907345
-0.09742904,1.706074,0.4906897
-0.09750533,1.7060810000000002,0.49067120000000003
-0.09758914,1.7060810000000002,0.4906887
-0.09764671,1.706119,0.49067299999999997
-0.09773183,1.706146,0.49065070000000005
-0.09784853,1.706087,0.490634
-0.09786302,1.706,0.4905959
-0.09791577,1.705832,0.49061229999999995
-0.09792793,1.7057490000000002,0.49061450000000006
-0.09788299,1.705685,0.49064129999999995
-0.09780627,1.705739,0.49064620000000003
-0.09778893,1.7057669999999998,0.49066640000000006
-0.09774578,1.705829,0.4906871
-0.0976522,1.705903,0.4906934
-0.09758532,1.7059529999999998,0.4907207
-0.09750974,1.7060369999999998,0.49079399999999995
-0.09747493,1.706098,0.4908623
-0.09744364,1.706162,0.4909335999999999
-0.09742904,1.7061939999999998,0.49098690000000006
-0.09735012,1.706177,0.4910317
-0.09734297,1.706127,0.4911318
-0.09730381,1.706109,0.49121329999999996
-0.09726793,1.706125,0.4912974
-0.09722698,1.706134,0.491378
-0.09719193,1.7061400000000002,0.4914418
-0.09715402,1.706119,0.49150320000000003
-0.09712827,1.706121,0.49156980000000006
-0.09711367,1.7061560000000002,0.49164040000000003
-0.09710866,1.706227,0.49172340000000003
-0.09710252,1.706289,0.4918014
-0.09710813,1.706335,0.4918693
-0.09711576,1.706357,0.4919332
-0.09711277,1.7063700000000002,0.4919762
-0.09710491,1.706316,0.4919778
-0.09706801,1.706307,0.4920133
-0.09702617,1.706343,0.49208329999999995
