Pos_x,Pos_y,Pos_z
-0.8157043,1.7217470000000001,-0.1752549
-0.8154795,1.7217209999999998,-0.17541700000000002
-0.8154138000000001,1.721661,-0.1754488
-0.815395,1.721661,-0.1754466
-0.8153785,1.7216360000000002,-0.1754335
-0.8153672,1.721601,-0.17539749999999998
-0.8153395999999999,1.721586,-0.1753629
-0.815331,1.7215880000000001,-0.1753131
-0.8153216999999999,1.721575,-0.1752874
-0.8153239000000001,1.7215630000000002,-0.1752707
-0.8153096,1.721518,-0.17524089999999998
-0.8152925,1.7215,-0.1752385
-0.8152826999999999,1.721459,-0.17525
-0.8152927,1.7214779999999998,-0.17527920000000002
-0.8153226,1.721511,-0.17529589999999998
-0.8153811,1.7215770000000001,-0.1753066
-0.8154154,1.721595,-0.1753352
-0.8154355,1.721614,-0.1753823
-0.8154384,1.7216360000000002,-0.1754459
-0.8154566999999999,1.721671,-0.17547089999999999
-0.8154100000000001,1.721696,-0.1755453
-0.8153863,1.721699,-0.1755934
-0.8153661,1.7217189999999998,-0.17564939999999998
-0.815329,1.7217619999999998,-0.1756814
-0.8152939,1.7217930000000001,-0.17566099999999998
-0.8152758000000001,1.721861,-0.1756304
-0.8152431,1.721927,-0.17561129999999997
-0.8152286999999999,1.721928,-0.1756115
-0.8152124,1.7218639999999998,-0.1756239
-0.8151554,1.7217830000000003,-0.1756295
-0.8151019,1.721725,-0.1756146
-0.8150433000000001,1.7217099999999999,-0.1755419
-0.8149947,1.72175,-0.17548870000000003
-0.8149529000000001,1.721718,-0.1754216
-0.8149149,1.721654,-0.17541629999999997
-0.8149029000000001,1.721571,-0.1754262
-0.8149153,1.7215740000000002,-0.1754093
-0.8149258,1.721602,-0.17540160000000002
-0.8149501,1.721625,-0.1754057
-0.8149763000000001,1.721641,-0.1754261
-0.8150083,1.72165,-0.1754381
-0.8150848,1.721675,-0.17546370000000003
-0.8151404000000001,1.721701,-0.17547839999999998
-0.8151765999999999,1.721727,-0.17549990000000001
