Pos_x,Pos_y,Pos_z
-0.02112556,1.822093,0.001832426
-0.02151549,1.822138,0.001912355
-0.02156574,1.822114,0.001822054
-0.02157724,1.822168,0.001797855
-0.02158046,1.822202,0.001796842
-0.02158833,1.822266,0.001791418
-0.02162373,1.822329,0.0017716879999999998
-0.02167857,1.8223470000000002,0.0017312170000000002
-0.02171874,1.8223770000000001,0.001690149
-0.02176732,1.822434,0.00167495
-0.02180552,1.8224740000000001,0.0016586779999999998
-0.02186799,1.822482,0.001669943
-0.02191955,1.8224669999999998,0.0016831160000000001
-0.02196336,1.822457,0.001686454
-0.02199888,1.822454,0.0016760229999999998
-0.02204698,1.822443,0.0016663670000000002
-0.02206993,1.8224470000000002,0.0016868710000000002
-0.02211463,1.8224509999999998,0.001721799
-0.02215278,1.822442,0.0017364029999999999
-0.02220172,1.8224220000000002,0.001763999
-0.02224004,1.822429,0.001794159
-0.02230817,1.822456,0.001841009
-0.02235538,1.822446,0.001869559
-0.02239466,1.822432,0.0018803479999999998
-0.02241576,1.822425,0.001876891
-0.02244401,1.8224209999999998,0.0018915529999999998
-0.02245855,1.8224490000000002,0.001903296
-0.02247679,1.822513,0.0019293429999999998
-0.02249074,1.8225630000000002,0.001950324
-0.02253497,1.8226080000000002,0.001973271
-0.02255827,1.8226200000000001,0.00199765
-0.02257836,1.822643,0.002021611
-0.02258307,1.822644,0.002039433
-0.0225932,1.822632,0.002040923
-0.022589500000000002,1.822628,0.0020384789999999997
-0.02261776,1.822597,0.002033174
-0.02263737,1.8225509999999998,0.00202477
-0.02262098,1.822525,0.001976669
-0.02261102,1.8225049999999998,0.0019534229999999997
-0.0225848,1.822513,0.0019143220000000002
-0.02257687,1.8225069999999999,0.001876056
-0.02258205,1.822488,0.001849949
-0.02255666,1.822485,0.001827359
-0.0225454,1.822493,0.0018101929999999999
-0.02253866,1.822489,0.001816154
-0.02251226,1.822471,0.001820147
-0.02248156,1.8224529999999999,0.0018111470000000001
-0.02245122,1.8224619999999998,0.001800537
-0.0224188,1.822466,0.00179714
-0.02238786,1.8224669999999998,0.00177747
-0.02233011,1.822468,0.001740038
-0.02227283,1.822497,0.0017167929999999999
-0.02222174,1.8225490000000002,0.001682281
-0.02216649,1.8225900000000002,0.001646876
-0.02211535,1.8225919999999998,0.001615226
-0.02207077,1.822599,0.001575649
-0.02201951,1.8226240000000002,0.00155282
-0.021954599999999998,1.8226369999999998,0.00153482
-0.02189052,1.8226799999999999,0.0015134810000000001
-0.02185988,1.8227099999999998,0.0015093679999999999
-0.0218538,1.822745,0.001509309
-0.02184486,1.822768,0.00152266
-0.02181494,1.8227919999999997,0.001525342
-0.02181298,1.822817,0.00154388
-0.02182519,1.822815,0.0015553239999999999
-0.02184004,1.822793,0.001571476
-0.02184486,1.822758,0.001610041
-0.02184463,1.822731,0.001649499
-0.02183777,1.8226779999999998,0.001668155
-0.02183908,1.8226240000000002,0.001672268
-0.02184218,1.822586,0.0016844870000000001
-0.02182829,1.8225630000000002,0.001711965
-0.02181631,1.822546,0.0017334820000000002
-0.02182174,1.8225189999999998,0.001761615
-0.02181178,1.8225330000000002,0.001778126
-0.02181804,1.8225330000000002,0.00180614
-0.02181381,1.822559,0.0017861720000000002
-0.02181053,1.822583,0.001760244
-0.02181292,1.8225770000000001,0.0017636420000000002
-0.02181578,1.8225770000000001,0.001772463
-0.0218001,1.822555,0.001777709
-0.02178949,1.822543,0.001783311
-0.02179694,1.822582,0.001797915
-0.02178025,1.822611,0.001828253
-0.021752,1.82264,0.0018486379999999999
-0.02176869,1.8226849999999999,0.0018746260000000001
-0.02177465,1.8227119999999999,0.0018842820000000001
-0.02178824,1.8227360000000001,0.001887321
-0.02180141,1.822709,0.001890004
-0.02181816,1.822675,0.0018979910000000001
-0.02183056,1.822627,0.0019171239999999999
-0.021833599999999998,1.822588,0.001941979
-0.02184713,1.8225639999999999,0.001958847
-0.02187872,1.8225580000000001,0.001986444
-0.02190566,1.822582,0.002016604
-0.02194709,1.822652,0.002042055
-0.02200234,1.8226919999999998,0.0020874739999999998
-0.02207488,1.8227389999999999,0.002124369
-0.02215612,1.822743,0.00214535
-0.02224153,1.8227490000000002,0.002094686
-0.02228236,1.822715,0.00207454
-0.02228856,1.82275,0.002010643
-0.02231079,1.822782,0.001911938
-0.02231526,1.8226900000000001,0.001820982
-0.02231497,1.822641,0.001727641
-0.02227712,1.8226779999999998,0.001608491
-0.02222621,1.8228099999999998,0.001515806
-0.02219689,1.822972,0.0014793279999999998
-0.02214944,1.8231330000000001,0.0013610120000000002
-0.02211207,1.8232259999999998,0.001220345
-0.02207339,1.823274,0.001150668
-0.02207983,1.82342,0.001205683
-0.02209914,1.8235669999999997,0.0011799339999999999
-0.022080000000000002,1.8236849999999998,0.0011101960000000001
-0.02206701,1.8237029999999999,0.0010962489999999999
-0.02202088,1.8237830000000002,0.001066983
-0.02200049,1.8238310000000002,0.001036227
-0.02197194,1.8238130000000001,0.0009684563
-0.02196312,1.823832,0.0009130836
-0.02192676,1.8238330000000003,0.0008555055000000001
-0.02192152,1.8238860000000001,0.0008068681
-0.02193338,1.8239720000000001,0.0007551908
-0.02196568,1.824122,0.0006828903999999999
-0.02197742,1.8242459999999998,0.0006136894
-0.02196342,1.8243169999999997,0.000543654
-0.02194154,1.8243740000000002,0.0004686713
-0.02194118,1.824466,0.000374496
-0.02197099,1.8245470000000001,0.0002920032
-0.02193683,1.824601,0.0002173185
-0.02189517,1.82463,0.0001379848
-0.02188158,1.8246639999999998,6.723404e-05
-0.02189231,1.8247400000000003,-4.339218e-05
-0.02192622,1.824807,-0.00013327600000000002
-0.02189785,1.824845,-0.0002260208
-0.02186161,1.8248799999999998,-0.0003024936
-0.02183968,1.824968,-0.0003576279
-0.02181965,1.825031,-0.0004279017
-0.02180374,1.825066,-0.0004945397
