"ID","file","Time_s_","Acc_x","Acc_y","Acc_z","Velo_x","Velo_y","Velo_z","Pos_x","Pos_y","Pos_z"
"ME_M_3","4-1",0.7076912,-0.02320141,0.0405725,-0.03514022,-0.002662102,-0.0001705058,0.004217064,-0.1013538,1.766792,-0.05395302
"ME_M_3","4-1",0.7198124,0.01106403,0.05461171,-0.002536143,-0.002668166,0.0002050015,0.004128765,-0.1013779,1.766798,-0.05389452
"ME_M_3","4-1",0.7333755,-0.0401622,-0.004498892,0.01754879,-0.002858211,0.001057981,0.004053143,-0.1014423,1.766833,-0.05382541
"ME_M_3","4-1",0.7531395,0.04603361,-0.003596944,-0.03485969,-0.003084075,0.00159522,0.003754542,-0.1014844,1.766938,-0.05379516
"ME_M_3","4-1",0.763525,0.0281342,-0.03624956,-0.03387166,-0.00285409,0.00170941,0.003389192,-0.1015125,1.766977,-0.05375743
"ME_M_3","4-1",0.7759037,-0.02744491,-0.05240023,-0.01113079,-0.002969667,0.001650763,0.003004909,-0.1015579,1.767013,-0.053734
"ME_M_3","4-1",0.789444,-0.03461596,-0.05684265,-0.03267838,-0.003735497,0.001302513,0.002658851,-0.1016557,1.767019,-0.05370864
"ME_M_3","4-1",0.8054829,-0.003166266,-0.09082211,-0.1180685,-0.004256513,0.0005515917,0.001739605,-0.1017457,1.766994,-0.05372497
"ME_M_3","4-1",0.8192768,0.005011495,-0.06457262,-0.08546878,-0.004160497,-0.0007175716,0.0007230854,-0.1017953,1.766937,-0.05375981
"ME_M_3","4-1",0.8358116,-0.007034753,-0.08127341,-0.0215974,-0.004119816,-0.001469266,-0.0001253569,-0.1018423,1.766873,-0.05379039
"ME_M_3","4-1",0.8451958,0.00112792,-0.04231565,-0.01464454,-0.004244942,-0.001687767,-0.0003139512,-0.1019071,1.766833,-0.05379701
"ME_M_3","4-1",0.861248,0.009519845,-0.03067618,-0.04655021,-0.004231239,-0.002102609,-0.001206278,-0.1019847,1.766825,-0.05386263
"ME_M_3","4-1",0.874939,0.0132275,-0.03911259,-0.1087585,-0.004280424,-0.002507323,-0.002020374,-0.1020359,1.766779,-0.05392678
"ME_M_3","4-1",0.8868561,-0.01606236,-0.0596135,-0.04531843,-0.004410703,-0.003216667,-0.002583986,-0.1020902,1.766696,-0.05397108
"ME_M_3","4-1",0.9045811,-0.01053599,-0.1203328,-0.01746358,-0.004589725,-0.003730059,-0.002926667,-0.1021165,1.766608,-0.05401799
