Acc_x,Acc_y,Acc_z
0.01403946,-0.008767154000000001,-0.02238789
-0.009083916,-0.01639765,0.02670236
0.01403894,-0.008784618000000001,0.01587344
0.04261575,-0.02368794,-0.007137111
-0.01234826,0.02185721,-0.02984732
-0.009252535,-0.04139661,-0.005935709
0.005474889,-0.0009213304,-0.04654472
-0.01609467,-0.01812816,-0.004250652
0.01421711,-0.0201851,-0.01443954
-0.03627383,-0.01278652,-0.003119878
-0.00722973,-0.04873264,0.01023038
-0.02571522,-0.04315893,0.006051175
-0.05953984,-0.03586682,0.02532467
-0.03308396,-0.04463755,0.01939566
-0.02600731,-0.06831646,0.04554739
-0.02570909,-0.06402861,0.04645854
-0.02887317,-0.08404583,0.07672308
-0.02004371,-0.007076189,0.03912518
-0.01173858,-0.02486624,0.07634023
0.01188147,-0.01592404,0.06051952
-0.02624936,0.005615918,0.10251310000000001
-0.02486962,0.03007392,0.05850402
-0.01373093,-0.02203298,0.06035646
-0.01491541,-0.05237897,0.048238300000000005
-0.01664014,-0.07142164,0.03631656
-0.01478826,-0.005736448000000001,0.0223037
0.009903353,0.01929422,0.008418739
0.01910784,0.06503855,-0.008595931999999999
-0.01624094,0.07983927,0.01572463
0.01376766,0.02484479,0.02796563
0.01185139,0.02382961,0.01037102
0.01143,0.03047839,0.02845025
0.05353716,-0.00604298,0.0306673
-0.01008134,0.01133524,0.0386353
-0.02774075,0.023312700000000002,0.0173997
0.02865755,-0.04060604,0.02451598
0.02638213,-0.0035066159999999997,0.0013233029999999998
-0.02660725,-0.02305808,-0.004307571
-0.002869385,-0.06207027,0.03587124
-0.01983871,-0.08755962,0.0414212
-0.03109829,-0.09109493,0.0480851
-0.029376,-0.0654469,0.01059192
-0.03047597,-0.07652979,0.03226653
-0.05067632,-0.08676559,0.01734476
-0.05545635,-0.07022275,0.01504179
-0.01945702,-0.02331168,-0.03796152
-0.0038668179999999997,0.04917356,-0.05411351
0.008682525,0.04280006,-0.03287899
-0.03780552,0.03056545,-0.02215606
0.007846391999999999,0.06502816,-0.04755548
-0.03456052,0.06216864,-0.009788034000000001
0.002867158,0.01893812,-0.02095702
0.01876802,-0.02474428,-0.04245547
0.03410206,0.01690822,-0.05333199
-0.01207271,-0.05278118,-0.03705284
0.01568995,0.02068535,-0.07417218
0.01703478,0.01065686,-0.03792717
0.03441957,0.001259834,-0.07195599999999999
0.03067878,-0.01437227,-0.02110772
0.01785668,-0.06747408,-0.06155703
0.02087945,-0.07115164,-0.04506409
-0.006273165,-0.10849360000000001,-0.06139833
-0.008079518,-0.04450357,-0.07194081
0.06946966,0.02987706,-0.07798053
0.1042999,0.18021410000000002,-0.04028047
0.03604928,0.02629919,0.03859225
0.10930039999999999,-0.01425894,0.01845479
0.07413195,0.1043066,-0.07979754
0.01496269,0.09222141,-0.03097125
0.008955684,0.10575889999999999,-0.004093940999999999
-0.02686167,0.12063800000000001,-0.012009899999999999
-0.02755112,-0.03440931,0.08349396
0.03875924,-0.16776470000000002,-0.0007737847
0.04673348,-0.2188699,-0.03467393
-0.04887756,-0.1982751,-0.01807542
0.005072802,-0.02840448,-0.04388021
0.008609191,0.04112249,-0.01625108
-0.005886978,-0.06945528,0.02169497
-0.01747709,-0.1646278,-0.01741464
-0.01728865,0.02065299,-0.09273492
-0.05254686,0.05644402,0.008429925999999999
-0.005683713000000001,0.07630803,-0.02752634
-0.01482861,0.04103048,-0.002629941
-0.037830699999999995,0.01400698,-0.05926872
-0.03894833,0.02836087,-0.03614985
0.009553401,-0.01618601,-0.06571601
-0.01179404,-0.004512921,0.01903779
0.00734618,-0.003055303,-0.05043365
-0.04349873,-0.02703895,-0.029949
0.0069900430000000005,0.03761436,-0.03630657
0.02396197,0.11598310000000002,0.02171807
0.04156185,0.09145105,0.01359345
0.01064673,0.1029661,0.02397126
0.01285411,0.05747568,-0.0018089220000000001
-0.02896734,-0.006837104,0.0005722931
0.03694046,-0.03801821,0.01145971
-0.03008134,-0.03364309,0.02938538
0.03133147,-0.03396906,0.0008180793
0.06135744,-0.06981967,0.005762368
-0.005498711,-0.0891168,0.006816483000000001
-0.02887589,-0.11866789999999999,0.02779259
0.01481004,-0.06400344,0.009972439
-0.009445637,-0.0477983,0.0175201
-0.02014717,0.02742564,0.041022199999999995
0.04194319,0.0310485,0.03591008
0.006795744,-0.03372816,0.027877099999999995
0.02195319,-0.01893421,-0.04190565
-0.004697486,-0.04656212,-0.008087953
-0.01091463,0.02549938,-0.02465523
0.02100941,0.04431409,0.009823308000000001
-0.016339799999999998,0.004786648,0.03815276
-0.02202759,0.004781649000000001,-0.008996415
0.03696968,0.01851895,-0.03486773
0.00561277,-0.02141024,0.008754314000000001
-0.03243854,-0.009050092,0.0034734609999999997
0.005142915,0.02467542,-0.0373235
0.02609022,-0.004158953,-0.01924128
0.03251466,0.01041171,-0.04492291
0.04874638,-0.01437731,-0.03505584
-0.02691197,-0.01860637,0.01452702
-0.0034826329999999997,0.0053939190000000005,0.0030515159999999998
-0.0004572254,-0.00959525,0.0206387
-0.0424809,0.009799381999999999,0.01298037
0.002450542,-0.01525926,-0.009963728
-0.02813291,-0.02739918,0.007011988
0.003396921,-0.01905379,-0.01952461
0.03427637,-0.06006854,-0.02290719
-0.004399251,-0.04496582,0.01146689
0.02300145,-0.01883021,0.005645665
0.005368994,0.003999979,0.026987999999999998
0.03535495,-0.04184867,0.004156323
0.004889158,0.005835529,0.00209913
0.02240198,-0.05632509,0.0050398579999999995
-0.01715167,-0.01068089,0.04662827
0.009970143,0.008605001,-0.008214919000000001
-0.05419719,0.03663295,0.02020148
0.03648728,-0.01422265,0.001614534
-0.02284868,-0.0033048340000000004,0.01893146
0.0014549029999999998,0.010285899999999999,0.0006174485
0.005811216,-0.01619938,0.001265105
-0.005817147,-0.01923465,0.02776193
-0.03855161,0.01795603,-0.0038073670000000003
0.02011352,0.0006584367,0.02954376
0.04173458,-0.02209787,0.01190452
-0.005583807,-0.006859361,0.008110981
0.005575991,0.03210311,0.007349635
0.02706076,-0.01836545,0.03782986
0.01535858,0.017697400000000002,0.02737229
-0.01544937,0.01355465,0.02687811
0.012431200000000002,-0.005352546,0.002370233
-0.03108753,-0.02866271,0.0240015
-0.005744888,-0.04954512,0.02146925
-0.02064481,-0.05504913,0.03705966
0.01077787,-0.02913701,-0.006769128
0.01355814,-0.01547913,-0.008475735
0.01269598,-0.05808332,-0.01064677
-0.03835763,-0.01037698,-0.007861360999999999
0.04000758,-0.01691031,-0.03267139
0.00960342,-0.01625632,-0.01807622
0.0058952380000000006,0.0037915109999999996,-0.02147275
0.01418088,0.003929955,-0.004583062
-0.02744308,0.0001542224,-0.02804808
-0.01005774,0.01397939,-0.042186400000000006
0.01307082,0.04617091,-0.05100404
-0.01437726,0.02893046,-0.03504241
0.02405335,-0.006510111999999999,-0.01347587
0.009081628000000001,-0.01782945,-0.01475151
0.01617782,-0.02968755,-0.003140812
-0.02046178,0.01682596,-0.02010488
-0.01184278,0.01119974,-0.01374105
0.03609369,-0.02799257,-0.01925271
-0.011138200000000001,-0.01395733,-0.05210366
-0.029346800000000003,-0.02792415,-0.02067675
0.01944366,-0.001850595,-0.03006173
0.015408199999999999,0.01799381,-0.02482264
-0.01083353,-0.02058177,-0.02981782
0.01564357,0.00041620089999999996,-0.02786673
-0.04094774,0.005119727,0.005288435
-0.034055300000000004,-0.01600508,-0.008423976
-0.008468485,-0.005626108,0.005109229
0.01034751,-0.006819773,0.03141191
-0.01457771,0.02754467,0.04207724
0.009085477,0.01138551,0.02102286
0.001961889,-0.02822043,0.01333231
0.06969386,0.01957331,-0.03757426
0.02739276,-0.00673593,-0.02880607
-0.01167374,-0.02959752,0.007193008000000001
-0.02127527,-0.02388001,-0.008329986
0.02379287,-0.006731816,-0.02020389
-0.037530400000000005,0.03188692,-0.0002971971
-0.06119478,-0.03475269,0.02473912
-0.04264909,-0.03501046,0.04403622
0.048311,-0.01141639,-0.01670541
-0.02646807,0.0002104035,0.01948476
-0.009165388,0.022449700000000003,0.04173008
-0.05275693,-0.02196557,0.06852447
0.01454726,-0.05952487,0.03010868
-0.04302248,0.02233622,0.04804249
0.0065572930000000005,0.01869164,0.05770089
0.04414996,0.03738386,0.05179879
0.02275618,-0.004809965,0.08124238
0.01422963,-0.0591758,0.06617816
-0.009710896,-0.05304787,0.05227752
0.06384555,-0.01253325,0.0034654490000000002
0.03883591,0.01985239,0.01167792
0.04161371,0.03736432,0.009646786
0.0490016,0.06624974,-0.01005952
0.12106669999999999,0.01272304,-0.07410155
0.10835430000000001,-0.06198982,-0.09706362
-0.03308888,-0.01543822,-0.06379592
-0.09201834,-0.19980309999999998,0.02854259
-0.007750679,0.048251300000000004,-0.115909
-0.008185742,-0.01106463,0.06940743
0.03117337,0.01975931,-0.04855086
0.02332567,-0.01450845,-0.02684919
0.02200042,-0.03923284,-0.03855812
-0.01868933,-0.02165751,0.01645683
0.01742429,-0.04043786,-0.0008017188
0.03062234,-0.027574599999999998,-0.02911997
0.02550924,-0.01008462,-0.0265597
-0.03595754,-0.02860693,0.02338451
0.02210519,-0.06596642,-0.01661546
0.01597677,-0.007198401,-0.04323274
0.0008077621000000001,-0.05310577,0.09265321
0.07156022,-0.07682379,-0.03224567
0.08808268,-0.08716428,-0.05076739
-0.0020363679999999998,-0.03160305,-0.004859507
0.03669003,0.005443186,-0.02286702
0.03352514,0.04070481,-0.008023999
0.04546591,0.02515692,-0.01700928
0.06328513,-0.01422895,-0.01969242
0.01665516,0.08514262,0.0020029379999999997
-0.008301955,0.08356142,0.02786852
-0.006385153,0.0017761220000000002,0.01738874
-0.003296915,0.01475455,-0.04919846
-0.02074715,-0.04077464,-0.05299363
0.02695964,0.01968317,-0.0356957
0.0257911,0.02427464,-0.01944349
-0.03245979,-0.030987200000000003,0.0460892
-0.01706181,-0.02289988,0.008041642
-0.02715605,0.05909024,0.04170697
0.05071881,0.04600994,0.01445222
0.021297200000000002,-0.02415537,0.01259057
-0.01765936,-0.02990825,0.04131507
0.0156538,-0.02748722,0.0234195
-0.02386133,-0.02498618,-0.007828259
-0.01163608,0.01358432,-0.008400717
-0.03050408,-0.05381437,-0.03088868
-0.01650658,0.001923405,-0.05471913
0.01382274,-0.01756136,-0.02315345
0.008796261,0.11901960000000002,-0.05182638
-0.00466637,0.07161909,-0.00617443
0.05257889,0.04476075,-0.02480357
0.02450255,-0.07287877,0.001666751
0.008486148,-0.0602937,-0.03786328
0.01028777,0.03009601,-0.06268104
0.06575275,-0.007998871999999999,-0.04025252
0.03096073,-0.01336087,-0.04097221
-0.02164601,-0.03791549,-0.02338111
0.0003277026,0.0006734747999999999,-0.042708499999999996
0.00278718,-0.02847807,-0.02313325
0.02024446,-0.01266433,-0.02236442
-0.0220585,-0.002081922,-0.01886375
-0.02497708,-0.05368897,0.01362182
-0.003923841,-0.00344247,-0.01653276
-0.02759845,-0.02010992,-0.009870002
-0.002425828,-0.003354803,-0.01161749
0.05278842,-0.01104119,-0.03376148
0.02174003,0.010248899999999998,-0.008954979
0.01141193,0.01736231,-0.01036008
-0.0009185956,-0.01082485,-0.002763453
-0.01128908,-0.001284727,0.003488106
-0.0018400110000000001,-0.00084181,0.01169004
0.02079321,0.0016976670000000001,0.007301744000000001
0.01692992,-0.02851661,-0.0005897833
-0.005189275,-0.0015384589999999998,0.03162162
0.01005027,-0.014527700000000001,0.02734672
-0.01737691,-0.0254612,0.01785545
-0.01697986,0.001279373,0.0017766779999999999
-0.03663946,-0.05196705,0.06475162
0.01004511,-0.008969946999999999,0.05121437
-0.03045024,0.0012578819999999999,0.04275628
-0.01275132,-0.000556269,0.0480224
